sales_record_id,week_id,week_ending_date,fiscal_year,fiscal_month,quarter,market_id,market_name,state,region,channel_id,channel_name,retailer_id,retailer_name,retailer_scope,category_id,category_name,subcategory_id,subcategory_name,manufacturer_id,manufacturer_name,brand_id,brand_name,product_id,upc,product_description,package_size,package_uom,pack_count,units_sold,base_units,incremental_units,promo_units,volume_sold,dollar_sales,base_dollar_sales,promo_dollar_sales,average_unit_price,realized_unit_price,distribution_pct,market_share_pct,is_promoted,data_source,promo_lift_pct,price_per_volume_unit,load_timestamp
FCT000012,W0022,31-01-2026,2026,1,Q1,MKT014,Portland,OR,West,CH004,Convenience,RET004,QuickStop,Regional,CAT006,Coffee,SUB013,Coffee Pods,MFG007,FreshFields Consumer Products,BR012,DailyGood Organic,PROD00100,100,DailyGood Organic Coffee Pods Light,24,CT,1,198,198,0,0,4752,2881.58,2881.58,0,14.55,14.55,51.1,3.04,0,CIRCANA_SYNTHETIC,0,0.6064,2026-09-03T10:30:00Z
FCT000013,W0009,01-11-2025,2025,11,Q4,MKT010,Houston,TX,South,CH001,Grocery,RET006,Family Foods,Regional,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00070,70,Harvest Select Granola Original,10,OZ,1,275,275,0,0,2750,1468.65,1468.65,0,5.34,5.34,70,1.05,0,CIRCANA_SYNTHETIC,0,0.5341,2026-09-03T10:30:00Z
FCT000014,W0033,18-04-2026,2026,4,Q2,MKT007,Tampa,FL,Southeast,CH001,Grocery,RET006,Family Foods,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00024,24,PantryBest Tortilla Chips Honey,12,OZ,1,94,94,0,0,1128,416.86,416.86,0,4.43,4.43,40,0.52,0,CIRCANA_SYNTHETIC,0,0.3696,2026-09-03T10:30:00Z
FCT000015,W0014,06-12-2025,2025,12,Q4,MKT014,Portland,OR,West,CH004,Convenience,RET004,QuickStop,Regional,CAT003,Packaged Bread,SUB006,White Bread,MFG006,Golden Grain Foods,BR006,Golden Grain,PROD00050,50,Golden Grain White Bread Classic,24,OZ,2,370,370,0,0,17760,2045.26,2045.26,0,5.53,5.53,41.2,1.24,0,CIRCANA_SYNTHETIC,0,0.1152,2026-09-03T10:30:00Z
FCT000016,W0047,25-07-2026,2026,7,Q3,MKT002,Detroit,MI,Midwest,CH004,Convenience,RET004,QuickStop,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00008,8,Northstar Value Potato Chips Classic,8,OZ,1,267,267,0,0,2136,1404.42,1404.42,0,5.26,5.26,62.3,0.72,0,CIRCANA_SYNTHETIC,0,0.6575,2026-09-03T10:30:00Z
FCT000017,W0040,06-06-2026,2026,6,Q2,MKT018,Boston,MA,Northeast,CH001,Grocery,RET001,National Grocery,National,CAT002,Carbonated Beverages,SUB005,Flavored Soda,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00047,47,Harvest Select Flavored Soda Organic,12,OZ,1,257,257,0,0,3084,1500.71,1500.71,0,5.84,5.84,86.8,1.48,0,CIRCANA_SYNTHETIC,0,0.4866,2026-09-03T10:30:00Z
FCT000018,W0022,31-01-2026,2026,1,Q1,MKT002,Detroit,MI,Midwest,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00063,63,DailyGood Ready-to-Eat Cereal Original,18,OZ,2,442,380,62,62,15912,2667.47,2293.3,374.17,6.03,6.03,84.3,2.46,1,CIRCANA_SYNTHETIC,16.32,0.1676,2026-09-03T10:30:00Z
FCT000019,W0049,08-08-2026,2026,8,Q3,MKT004,Columbus,OH,Midwest,CH003,Club,RET003,Club Warehouse,National,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00080,80,DailyGood Laundry Detergent Honey,46,FL OZ,6,298,298,0,0,82248,5511.91,5511.91,0,18.5,18.5,54,7.12,0,CIRCANA_SYNTHETIC,0,0.067,2026-09-03T10:30:00Z
FCT000020,W0041,13-06-2026,2026,6,Q2,MKT010,Houston,TX,South,CH004,Convenience,RET004,QuickStop,Regional,CAT002,Carbonated Beverages,SUB004,Cola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00042,42,Harvest Select Cola Original,20,OZ,6,2354,1547,807,807,282480,17687.49,11623.85,6063.64,7.51,7.51,40.2,14.27,1,CIRCANA_SYNTHETIC,52.17,0.0626,2026-09-03T10:30:00Z
FCT000021,W0018,03-01-2026,2026,1,Q1,MKT006,Charlotte,NC,Southeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00081,81,Northstar Laundry Detergent Sea Salt,100,FL OZ,1,186,186,0,0,18600,4346.7,4346.7,0,23.37,23.37,77.2,5.34,0,CIRCANA_SYNTHETIC,0,0.2337,2026-09-03T10:30:00Z
FCT000022,W0029,21-03-2026,2026,3,Q1,MKT003,Minneapolis,MN,Midwest,CH003,Club,RET003,Club Warehouse,National,CAT003,Packaged Bread,SUB007,Whole Wheat Bread,MFG006,Golden Grain Foods,BR006,Golden Grain,PROD00055,55,Golden Grain Whole Wheat Bread Family Size,24,OZ,6,318,223,95,95,45792,1694.54,1188.31,506.23,5.33,5.33,60.3,0.75,1,CIRCANA_SYNTHETIC,42.6,0.037,2026-09-03T10:30:00Z
FCT000023,W0012,22-11-2025,2025,11,Q4,MKT019,Philadelphia,PA,Northeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00062,62,Harvest Select Ready-to-Eat Cereal Family Size,24,OZ,1,1342,911,431,431,32208,9002.63,6111.32,2891.31,6.71,6.71,73.1,5.86,1,CIRCANA_SYNTHETIC,47.31,0.2795,2026-09-03T10:30:00Z
FCT000024,W0016,20-12-2025,2025,12,Q4,MKT020,Pittsburgh,PA,Northeast,CH001,Grocery,RET006,Family Foods,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG003,Summit Snacks Inc,BR010,CrispCo Naturals,PROD00021,21,CrispCo Naturals Tortilla Chips Original,12,OZ,1,156,156,0,0,1872,697.72,697.72,0,4.47,4.47,66,0.26,0,CIRCANA_SYNTHETIC,0,0.3727,2026-09-03T10:30:00Z
FCT000025,W0052,29-08-2026,2026,8,Q3,MKT009,Dallas,TX,South,CH005,E-Commerce,RET008,Online Pantry,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00030,30,Harvest Select Snack Mix Light,8,OZ,1,229,229,0,0,1832,1109.04,1109.04,0,4.84,4.84,55.9,0.95,0,CIRCANA_SYNTHETIC,0,0.6054,2026-09-03T10:30:00Z
FCT000026,W0041,13-06-2026,2026,6,Q2,MKT007,Tampa,FL,Southeast,CH001,Grocery,RET001,National Grocery,National,CAT002,Carbonated Beverages,SUB005,Flavored Soda,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00047,47,Harvest Select Flavored Soda Organic,12,OZ,1,277,277,0,0,3324,1612.78,1612.78,0,5.82,5.82,85.6,0.96,0,CIRCANA_SYNTHETIC,0,0.4852,2026-09-03T10:30:00Z
FCT000027,W0013,29-11-2025,2025,11,Q4,MKT019,Philadelphia,PA,Northeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00001,1,Northstar Potato Chips Classic,7,OZ,1,242,205,37,37,1694,1015.73,860.43,155.3,4.2,4.2,84.3,1.23,1,CIRCANA_SYNTHETIC,18.05,0.5996,2026-09-03T10:30:00Z
FCT000028,W0017,27-12-2025,2025,12,Q4,MKT004,Columbus,OH,Midwest,CH003,Club,RET003,Club Warehouse,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00005,5,Harvest Select Potato Chips Organic,7,OZ,6,208,208,0,0,8736,1209.11,1209.11,0,5.81,5.81,55.1,0.42,0,CIRCANA_SYNTHETIC,0,0.1384,2026-09-03T10:30:00Z
FCT000029,W0007,18-10-2025,2025,10,Q4,MKT005,Atlanta,GA,Southeast,CH003,Club,RET003,Club Warehouse,National,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00018,18,Harvest Select Tortilla Chips Sea Salt,9,OZ,2,178,178,0,0,3204,1022.18,1022.18,0,5.74,5.74,42.8,0.93,0,CIRCANA_SYNTHETIC,0,0.319,2026-09-03T10:30:00Z
FCT000030,W0042,20-06-2026,2026,6,Q2,MKT004,Columbus,OH,Midwest,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT002,Carbonated Beverages,SUB004,Cola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00042,42,Harvest Select Cola Original,20,OZ,6,218,218,0,0,26160,1553.9,1553.9,0,7.13,7.13,49.3,0.99,0,CIRCANA_SYNTHETIC,0,0.0594,2026-09-03T10:30:00Z
FCT000031,W0035,02-05-2026,2026,5,Q2,MKT010,Houston,TX,South,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00014,14,Northstar Tortilla Chips Original,9,OZ,2,156,156,0,0,2808,669.12,669.12,0,4.29,4.29,54,0.59,0,CIRCANA_SYNTHETIC,0,0.2383,2026-09-03T10:30:00Z
FCT000032,W0006,11-10-2025,2025,10,Q4,MKT013,Seattle,WA,West,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG003,Summit Snacks Inc,BR002,CrispCo,PROD00015,15,CrispCo Tortilla Chips Classic,12,OZ,1,1514,1107,407,407,18168,6867.37,5021.26,1846.12,4.54,4.54,42.6,7.81,1,CIRCANA_SYNTHETIC,36.77,0.378,2026-09-03T10:30:00Z
FCT000033,W0041,13-06-2026,2026,6,Q2,MKT010,Houston,TX,South,CH001,Grocery,RET006,Family Foods,Regional,CAT002,Carbonated Beverages,SUB005,Flavored Soda,MFG005,BlueRiver Beverages,BR005,Peak,PROD00044,44,Peak Flavored Soda Light,12,OZ,1,210,144,66,66,2520,1175.54,806.09,369.46,5.6,5.6,19.3,1.02,1,CIRCANA_SYNTHETIC,45.83,0.4665,2026-09-03T10:30:00Z
FCT000034,W0046,18-07-2026,2026,7,Q3,MKT013,Seattle,WA,West,CH005,E-Commerce,RET008,Online Pantry,National,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG004,Evergreen Household Products,BR007,PureHome,PROD00077,77,PureHome Laundry Detergent Original,100,FL OZ,6,131,131,0,0,78600,3057.36,3057.36,0,23.34,23.34,56.3,3.67,0,CIRCANA_SYNTHETIC,0,0.0389,2026-09-03T10:30:00Z
FCT000035,W0013,29-11-2025,2025,11,Q4,MKT010,Houston,TX,South,CH001,Grocery,RET005,Fresh Market,Regional,CAT001,Salty Snacks,SUB003,Snack Mix,MFG003,Summit Snacks Inc,BR002,CrispCo,PROD00028,28,CrispCo Snack Mix Original,5,OZ,1,810,706,104,104,4050,2968.23,2587.12,381.11,3.66,3.66,36.9,2.75,1,CIRCANA_SYNTHETIC,14.73,0.7329,2026-09-03T10:30:00Z
FCT000036,W0043,27-06-2026,2026,6,Q2,MKT003,Minneapolis,MN,Midwest,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT001,Salty Snacks,SUB003,Snack Mix,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00036,36,PantryBest Snack Mix Classic,12,OZ,1,351,351,0,0,4212,1685.89,1685.89,0,4.8,4.8,65.8,1.04,0,CIRCANA_SYNTHETIC,0,0.4003,2026-09-03T10:30:00Z
FCT000037,W0007,18-10-2025,2025,10,Q4,MKT004,Columbus,OH,Midwest,CH004,Convenience,RET004,QuickStop,Regional,CAT003,Packaged Bread,SUB007,Whole Wheat Bread,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00058,58,Harvest Select Whole Wheat Bread Light,24,OZ,1,248,221,27,27,5952,1298.33,1156.98,141.35,5.24,5.24,66.5,1.32,1,CIRCANA_SYNTHETIC,12.22,0.2181,2026-09-03T10:30:00Z
FCT000038,W0017,27-12-2025,2025,12,Q4,MKT008,Nashville,TN,Southeast,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00081,81,Northstar Laundry Detergent Sea Salt,100,FL OZ,1,126,126,0,0,12600,2901.17,2901.17,0,23.03,23.03,63.7,1.49,0,CIRCANA_SYNTHETIC,0,0.2303,2026-09-03T10:30:00Z
FCT000039,W0013,29-11-2025,2025,11,Q4,MKT005,Atlanta,GA,Southeast,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT006,Coffee,SUB012,Ground Coffee,MFG005,BlueRiver Beverages,BR005,Peak,PROD00089,89,Peak Ground Coffee Organic,10,OZ,6,117,117,0,0,7020,1237.44,1237.44,0,10.58,10.58,38,1.44,0,CIRCANA_SYNTHETIC,0,0.1763,2026-09-03T10:30:00Z
FCT000040,W0049,08-08-2026,2026,8,Q3,MKT002,Detroit,MI,Midwest,CH004,Convenience,RET004,QuickStop,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG008,Urban Pantry Co,BR008,PantryBest,PROD00011,11,PantryBest Potato Chips Sea Salt,13,OZ,1,408,265,143,143,5304,2083.26,1353.1,730.16,5.11,5.11,49.5,2.32,1,CIRCANA_SYNTHETIC,53.96,0.3928,2026-09-03T10:30:00Z
FCT000041,W0041,13-06-2026,2026,6,Q2,MKT013,Seattle,WA,West,CH001,Grocery,RET005,Fresh Market,Regional,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00063,63,DailyGood Ready-to-Eat Cereal Original,18,OZ,2,404,272,132,132,14544,2248.3,1513.7,734.59,5.57,5.57,11.8,1.62,1,CIRCANA_SYNTHETIC,48.53,0.1546,2026-09-03T10:30:00Z
FCT000042,W0014,06-12-2025,2025,12,Q4,MKT013,Seattle,WA,West,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00069,69,Harvest Select Granola Family Size,12,OZ,1,340,283,57,57,4080,1894.28,1576.71,317.57,5.57,5.57,30.4,1.33,1,CIRCANA_SYNTHETIC,20.14,0.4643,2026-09-03T10:30:00Z
FCT000043,W0020,17-01-2026,2026,1,Q1,MKT007,Tampa,FL,Southeast,CH004,Convenience,RET004,QuickStop,Regional,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR011,Harvest Kids,PROD00074,74,Harvest Kids Granola Sea Salt,18,OZ,1,487,487,0,0,8766,3656.38,3656.38,0,7.51,7.51,68.5,2.98,0,CIRCANA_SYNTHETIC,0,0.4171,2026-09-03T10:30:00Z
FCT000044,W0028,14-03-2026,2026,3,Q1,MKT007,Tampa,FL,Southeast,CH004,Convenience,RET004,QuickStop,Regional,CAT005,Household Cleaning,SUB010,Laundry Detergent,MFG004,Evergreen Household Products,BR007,PureHome,PROD00078,78,PureHome Laundry Detergent Classic,100,FL OZ,1,382,382,0,0,38200,10069.52,10069.52,0,26.36,26.36,52.7,9.73,0,CIRCANA_SYNTHETIC,0,0.2636,2026-09-03T10:30:00Z
FCT000045,W0039,30-05-2026,2026,5,Q2,MKT006,Charlotte,NC,Southeast,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR009,Northstar Value,PROD00008,8,Northstar Value Potato Chips Classic,8,OZ,1,260,189,71,71,2080,1082.97,787.24,295.73,4.17,4.17,71.5,1.15,1,CIRCANA_SYNTHETIC,37.57,0.5207,2026-09-03T10:30:00Z
FCT000046,W0049,08-08-2026,2026,8,Q3,MKT002,Detroit,MI,Midwest,CH001,Grocery,RET005,Fresh Market,Regional,CAT003,Packaged Bread,SUB007,Whole Wheat Bread,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00059,59,DailyGood Whole Wheat Bread Honey,20,OZ,1,192,141,51,51,3840,700.74,514.61,186.13,3.65,3.65,69.5,0.79,1,CIRCANA_SYNTHETIC,36.17,0.1825,2026-09-03T10:30:00Z
FCT000047,W0014,06-12-2025,2025,12,Q4,MKT019,Philadelphia,PA,Northeast,CH001,Grocery,RET001,National Grocery,National,CAT006,Coffee,SUB012,Ground Coffee,MFG007,FreshFields Consumer Products,BR012,DailyGood Organic,PROD00094,94,DailyGood Organic Ground Coffee Honey,30,OZ,2,285,285,0,0,17100,3546.07,3546.07,0,12.44,12.44,78.8,3.21,0,CIRCANA_SYNTHETIC,0,0.2074,2026-09-03T10:30:00Z
FCT000048,W0028,14-03-2026,2026,3,Q1,MKT010,Houston,TX,South,CH001,Grocery,RET006,Family Foods,Regional,CAT002,Carbonated Beverages,SUB005,Flavored Soda,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00048,48,Harvest Select Flavored Soda Family Size,20,OZ,1,707,707,0,0,14140,4680.03,4680.03,0,6.62,6.62,20.9,5.92,0,CIRCANA_SYNTHETIC,0,0.331,2026-09-03T10:30:00Z
FCT000049,W0007,18-10-2025,2025,10,Q4,MKT003,Minneapolis,MN,Midwest,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT005,Household Cleaning,SUB011,Surface Cleaner,MFG007,FreshFields Consumer Products,BR004,DailyGood,PROD00085,85,DailyGood Surface Cleaner Classic,24,FL OZ,1,476,329,147,147,11424,5080.19,3511.31,1568.88,10.67,10.67,72.6,3.39,1,CIRCANA_SYNTHETIC,44.68,0.4447,2026-09-03T10:30:00Z
FCT000050,W0040,06-06-2026,2026,6,Q2,MKT018,Boston,MA,Northeast,CH002,Mass Merchandiser,RET007,SuperValue,National,CAT004,Cereal,SUB009,Granola,MFG002,Harvest Foods Group,BR011,Harvest Kids,PROD00074,74,Harvest Kids Granola Sea Salt,18,OZ,1,269,230,39,39,4842,1643.9,1405.57,238.34,6.11,6.11,64.9,2.09,1,CIRCANA_SYNTHETIC,16.96,0.3395,2026-09-03T10:30:00Z
FCT000051,W0020,17-01-2026,2026,1,Q1,MKT009,Dallas,TX,South,CH001,Grocery,RET006,Family Foods,Regional,CAT003,Packaged Bread,SUB007,Whole Wheat Bread,MFG006,Golden Grain Foods,BR006,Golden Grain,PROD00056,56,Golden Grain Whole Wheat Bread Original,24,OZ,1,136,136,0,0,3264,594.76,594.76,0,4.37,4.37,61.6,0.48,0,CIRCANA_SYNTHETIC,0,0.1822,2026-09-03T10:30:00Z
FCT000052,W0052,29-08-2026,2026,8,Q3,MKT008,Nashville,TN,Southeast,CH001,Grocery,RET006,Family Foods,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00014,14,Northstar Tortilla Chips Original,9,OZ,2,267,267,0,0,4806,1183.51,1183.51,0,4.43,4.43,99.9,1.15,0,CIRCANA_SYNTHETIC,0,0.2463,2026-09-03T10:30:00Z
FCT000053,W0031,04-04-2026,2026,4,Q2,MKT003,Minneapolis,MN,Midwest,CH004,Convenience,RET004,QuickStop,Regional,CAT001,Salty Snacks,SUB002,Tortilla Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00013,13,Northstar Tortilla Chips Family Size,12,OZ,1,541,541,0,0,6492,2987.45,2987.45,0,5.52,5.52,29.2,1.88,0,CIRCANA_SYNTHETIC,0,0.4602,2026-09-03T10:30:00Z
FCT000054,W0024,14-02-2026,2026,2,Q1,MKT010,Houston,TX,South,CH003,Club,RET003,Club Warehouse,National,CAT006,Coffee,SUB013,Coffee Pods,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00097,97,Harvest Select Coffee Pods Family Size,12,CT,2,289,289,0,0,6936,4030.65,4030.65,0,13.95,13.95,32.6,5.36,0,CIRCANA_SYNTHETIC,0,0.5811,2026-09-03T10:30:00Z
FCT000055,W0015,13-12-2025,2025,12,Q4,MKT018,Boston,MA,Northeast,CH001,Grocery,RET006,Family Foods,Regional,CAT001,Salty Snacks,SUB001,Potato Chips,MFG002,Harvest Foods Group,BR003,Harvest Select,PROD00005,5,Harvest Select Potato Chips Organic,7,OZ,6,258,258,0,0,10836,1064.2,1064.2,0,4.12,4.12,71.7,1.31,0,CIRCANA_SYNTHETIC,0,0.0982,2026-09-03T10:30:00Z
FCT000056,W0013,29-11-2025,2025,11,Q4,MKT001,Chicago,IL,Midwest,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT005,Household Cleaning,SUB011,Surface Cleaner,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00087,87,Northstar Surface Cleaner Honey,32,FL OZ,1,511,339,172,172,16352,5911.23,3921.54,1989.69,11.57,11.57,67.4,2.18,1,CIRCANA_SYNTHETIC,50.74,0.3615,2026-09-03T10:30:00Z
FCT000057,W0003,20-09-2025,2025,9,Q3,MKT001,Chicago,IL,Midwest,CH002,Mass Merchandiser,RET002,Value Mart,National,CAT001,Salty Snacks,SUB001,Potato Chips,MFG001,Northstar Consumer Brands,BR001,Northstar,PROD00001,1,Northstar Potato Chips Classic,7,OZ,1,72,72,0,0,504,332.06,332.06,0,4.61,4.61,16,0.13,0,CIRCANA_SYNTHETIC,0,0.6588,2026-09-03T10:30:00Z
FCT000058,W0049,08-08-2026,2026,8,Q3,MKT017,New York,NY,Northeast,CH005,E-Commerce,RET008,Online Pantry,National,CAT004,Cereal,SUB008,Ready-to-Eat Cereal,MFG007,FreshFields Consumer Products,BR012,DailyGood Organic,PROD00067,67,DailyGood Organic Ready-to-Eat Cereal Sea Salt,24,OZ,1,542,542,0,0,13008,4010.74,4010.74,0,7.4,7.4,56.8,1.84,0,CIRCANA_SYNTHETIC,0,0.3083,2026-09-03T10:30:00Z
