sales_record_id,week_id,week_ending_date,fiscal_year,fiscal_month,quarter,market_id,market_name,state,region,channel_id,channel_name,retailer_id,retailer_name,retailer_scope,category_id,category_name,subcategory_id,subcategory_name,manufacturer_id,manufacturer_name,brand_id,brand_name,product_id,upc,product_description,package_size,package_uom,pack_count,units_sold,base_units,incremental_units,promo_units,volume_sold,dollar_sales,base_dollar_sales,promo_dollar_sales,average_unit_price,realized_unit_price,distribution_pct,market_share_pct,is_promoted,data_source,promo_lift_pct,price_per_volume_unit,load_timestamp
FCT000144,W0025,02-19-2026,2025,2,Q1,MKT008,San Diego,CA,West,CH002,Drug Store,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG003,Henkel,BR014-Dial,Dial,PROD104,892,Dial Stick Deodorant Original,18,FL OZ,4,256,256,0,0,18432,6108.16,6108.16,0,23.86,23.86,44.5,0.14,0,CIRCANA_SYNTHETIC,0,0.3314,2026-09-03T10:30:00Z
FCT000145,W0032,05-07-2026,2026,6,Q2,MKT009,Dallas,TX,South,CH004,E-Commerce,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG004,Church & Dwight,BR017-Nubian,Nubian,PROD201,741,Nubian Roll-On Deodorant Classic,8,PACK,4,362,222,140,140,11584,7242.26,4468.86,2773.4,20.13,19.81,77.2,0.78,1,CIRCANA_SYNTHETIC,63.06,0.6191,2026-09-03T10:30:00Z
FCT000146,W0045,07-09-2026,2026,11,Q4,MKT008,San Diego,CA,West,CH004,E-Commerce,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG004,Church & Dwight,BR017-Nubian,Nubian,PROD002,740,Nubian Aerosol Deodorant Light,6,FL OZ,3,201,131,70,70,3618,769.9,510.9,259.0,3.9,3.7,68.7,0.87,1,CIRCANA_SYNTHETIC,53.44,0.2056,2026-09-03T10:30:00Z
FCT000147,W0009,12-18-2025,2025,4,Q2,MKT002,Los Angeles,CA,West,CH001,Grocery,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD301,925,Arm Gel Deodorant Original,24,OZ,4,56,54,2,2,5376,1002.94,969.84,33.1,17.96,16.55,37.2,1.43,1,CIRCANA_SYNTHETIC,3.7,0.1724,2026-09-03T10:30:00Z
FCT000148,W0005,01-15-2026,2025,10,Q4,MKT005,Phoenix,AZ,West,CH002,Drug Store,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG002,Procter & Gamble,BR007-Old Spice,Old Spice,PROD203,521,Old Spice Roll-On Deodorant Fresh,8,ROLL,3,362,362,0,0,8688,6740.44,6740.44,0,18.62,18.62,67.1,2.36,0,CIRCANA_SYNTHETIC,0,0.7758,2026-09-03T10:30:00Z
FCT000149,W0023,02-26-2026,2025,6,Q2,MKT002,Los Angeles,CA,West,CH002,Drug Store,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG005,Colgate Palmolive,BR024-Lady-Speed-Stick,Lady,PROD101,897,Lady Stick Deodorant Original,18,OZ,2,176,176,0,0,6336,2592.48,2592.48,0,14.73,14.73,65.0,9.15,0,CIRCANA_SYNTHETIC,0,0.4092,2026-09-03T10:30:00Z
FCT000150,W0042,08-13-2026,2026,4,Q2,MKT010,San Jose,CA,West,CH005,Club,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG004,Church & Dwight,BR018-Purity,Purity,PROD105,424,Purity Stick Deodorant Organic,12,ROLL,6,275,247,28,28,19800,4275.42,3868.02,407.4,15.66,14.55,93.3,14.8,1,CIRCANA_SYNTHETIC,11.34,0.2021,2026-09-03T10:30:00Z
FCT000151,W0002,12-18-2025,2025,2,Q1,MKT006,Philadelphia,PA,Northeast,CH005,Club,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD404,829,Arm Antiperspirant Fresh,12,OZ,1,184,184,0,0,2208,4382.88,4382.88,0,23.82,23.82,49.8,4.37,0,CIRCANA_SYNTHETIC,0,1.985,2026-09-03T10:30:00Z
FCT000152,W0018,07-30-2026,2026,5,Q2,MKT002,Los Angeles,CA,West,CH005,Club,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG005,Colgate Palmolive,BR022-Speed-Stick,Speed,PROD304,765,Speed Gel Deodorant Original,12,CT,5,311,311,0,0,18660,2960.72,2960.72,0,9.52,9.52,64.0,11.47,0,CIRCANA_SYNTHETIC,0,0.1587,2026-09-03T10:30:00Z
FCT000153,W0030,12-04-2025,2025,10,Q4,MKT001,New York,NY,Northeast,CH002,Drug Store,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD302,455,Arm Gel Deodorant Fresh,8,OZ,1,208,208,0,0,1664,3802.24,3802.24,0,18.28,18.28,72.6,2.54,0,CIRCANA_SYNTHETIC,0,2.285,2026-09-03T10:30:00Z
FCT000154,W0052,02-26-2026,2025,5,Q2,MKT003,Chicago,IL,Midwest,CH003,Mass Merchandiser,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG001,Unilever,BR003-Degree,Degree,PROD103,270,Degree Stick Deodorant Light,6,ROLL,4,184,184,0,0,4416,2530.0,2530.0,0,13.75,13.75,24.2,12.9,0,CIRCANA_SYNTHETIC,0,0.5729,2026-09-03T10:30:00Z
FCT000155,W0003,09-03-2026,2026,4,Q2,MKT010,San Jose,CA,West,CH001,Grocery,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG005,Colgate Palmolive,BR021-Tom's,Tom's,PROD201,922,Tom's Roll-On Deodorant Classic,24,ROLL,2,291,291,0,0,13968,1780.92,1780.92,0,6.12,6.12,92.0,0.63,0,CIRCANA_SYNTHETIC,0,0.1275,2026-09-03T10:30:00Z
FCT000156,W0024,07-16-2026,2026,9,Q3,MKT007,San Antonio,TX,South,CH003,Mass Merchandiser,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG001,Unilever,BR005-Lume,Lume,PROD202,389,Lume Roll-On Deodorant Light,12,PACK,1,141,141,0,0,1692,3375.54,3375.54,0,23.94,23.94,25.2,7.03,0,CIRCANA_SYNTHETIC,0,1.995,2026-09-03T10:30:00Z
FCT000157,W0037,09-18-2025,2025,5,Q2,MKT008,San Diego,CA,West,CH001,Grocery,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG002,Procter & Gamble,BR008-Secret,Secret,PROD005,659,Secret Aerosol Deodorant Organic,24,PACK,4,287,287,0,0,27552,7160.65,7160.65,0,24.95,24.95,78.2,11.01,0,CIRCANA_SYNTHETIC,0,0.2599,2026-09-03T10:30:00Z
FCT000158,W0022,09-03-2026,2026,11,Q4,MKT001,New York,NY,Northeast,CH002,Drug Store,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG003,Henkel,BR011-Nivea,Nivea,PROD004,245,Nivea Aerosol Deodorant Light,18,OZ,2,672,484,188,188,24192,9231.12,6867.96,2363.16,14.19,12.57,56.9,0.99,1,CIRCANA_SYNTHETIC,38.84,0.3492,2026-09-03T10:30:00Z
FCT000159,W0038,07-23-2026,2026,9,Q3,MKT009,Dallas,TX,South,CH004,E-Commerce,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD002,342,Arm Aerosol Deodorant Light,30,OZ,5,376,376,0,0,56400,5662.56,5662.56,0,15.06,15.06,52.6,14.47,0,CIRCANA_SYNTHETIC,0,0.1004,2026-09-03T10:30:00Z
FCT000160,W0005,06-11-2026,2026,3,Q1,MKT006,Philadelphia,PA,Northeast,CH003,Mass Merchandiser,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG003,Henkel,BR012-Fa,Fa,PROD204,888,Fa Roll-On Deodorant Organic,6,CT,4,129,129,0,0,3096,1640.88,1640.88,0,12.72,12.72,50.5,8.09,0,CIRCANA_SYNTHETIC,0,0.53,2026-09-03T10:30:00Z
FCT000161,W0046,10-30-2025,2025,10,Q4,MKT005,Phoenix,AZ,West,CH001,Grocery,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG002,Procter & Gamble,BR008-Secret,Secret,PROD204,150,Secret Roll-On Deodorant Light,24,CT,1,160,160,0,0,3840,2937.6,2937.6,0,18.36,18.36,92.6,6.0,0,CIRCANA_SYNTHETIC,0,0.765,2026-09-03T10:30:00Z
FCT000162,W0007,02-12-2026,2025,2,Q1,MKT007,San Antonio,TX,South,CH004,E-Commerce,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG005,Colgate Palmolive,BR022-Speed-Stick,Speed,PROD101,745,Speed Stick Deodorant Original,4,OZ,2,112,112,0,0,896,561.12,561.12,0,5.01,5.01,81.8,5.65,0,CIRCANA_SYNTHETIC,0,0.6262,2026-09-03T10:30:00Z
FCT000163,W0052,04-09-2026,2026,2,Q1,MKT002,Los Angeles,CA,West,CH002,Drug Store,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG002,Procter & Gamble,BR006-Gillette,Gillette,PROD001,491,Gillette Aerosol Deodorant Classic,4,CT,5,286,286,0,0,5720,3420.56,3420.56,0,11.96,11.96,74.3,7.49,0,CIRCANA_SYNTHETIC,0,0.598,2026-09-03T10:30:00Z
FCT000164,W0003,12-04-2025,2025,10,Q4,MKT003,Chicago,IL,Midwest,CH003,Mass Merchandiser,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG004,Church & Dwight,BR017-Nubian,Nubian,PROD202,492,Nubian Roll-On Deodorant Organic,18,ROLL,4,381,381,0,0,27432,8496.3,8496.3,0,22.3,22.3,55.9,1.41,0,CIRCANA_SYNTHETIC,0,0.3097,2026-09-03T10:30:00Z
FCT000165,W0031,01-08-2026,2025,8,Q3,MKT004,Houston,TX,South,CH005,Club,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG004,Church & Dwight,BR018-Purity,Purity,PROD105,897,Purity Stick Deodorant Light,24,ROLL,3,467,339,128,128,33624,2786.74,2081.46,705.28,6.14,5.51,36.4,13.45,1,CIRCANA_SYNTHETIC,37.76,0.0765,2026-09-03T10:30:00Z
FCT000166,W0016,11-13-2025,2025,4,Q2,MKT006,Philadelphia,PA,Northeast,CH005,Club,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG002,Procter & Gamble,BR006-Gillette,Gillette,PROD305,965,Gillette Gel Deodorant Organic,4,CT,5,511,323,188,188,10220,10848.97,6934.81,3914.16,21.47,20.82,46.6,12.6,1,CIRCANA_SYNTHETIC,58.2,1.041,2026-09-03T10:30:00Z
FCT000167,W0037,12-25-2025,2025,3,Q1,MKT006,Philadelphia,PA,Northeast,CH003,Mass Merchandiser,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG001,Unilever,BR003-Degree,Degree,PROD105,716,Degree Stick Deodorant Organic,48,PACK,3,478,478,0,0,68832,2887.12,2887.12,0,6.04,6.04,22.8,0.94,0,CIRCANA_SYNTHETIC,0,0.0419,2026-09-03T10:30:00Z
FCT000168,W0022,10-23-2025,2025,3,Q1,MKT001,New York,NY,Northeast,CH003,Mass Merchandiser,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG002,Procter & Gamble,BR007-Old Spice,Old Spice,PROD404,174,Old Spice Antiperspirant Light,8,PACK,6,85,80,5,5,4080,1959.6,1848.0,111.6,23.1,22.32,83.5,12.92,1,CIRCANA_SYNTHETIC,6.25,0.465,2026-09-03T10:30:00Z
FCT000169,W0047,02-26-2026,2025,11,Q4,MKT006,Philadelphia,PA,Northeast,CH003,Mass Merchandiser,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG002,Procter & Gamble,BR007-Old Spice,Old Spice,PROD401,934,Old Spice Antiperspirant Organic,8,PACK,6,463,382,81,81,22224,10293.68,8579.72,1713.96,22.46,21.16,46.8,10.02,1,CIRCANA_SYNTHETIC,21.2,0.4408,2026-09-03T10:30:00Z
FCT000170,W0050,12-25-2025,2025,1,Q1,MKT003,Chicago,IL,Midwest,CH002,Drug Store,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG005,Colgate Palmolive,BR024-Lady-Speed-Stick,Lady,PROD203,439,Lady Roll-On Deodorant Original,24,PACK,2,358,358,0,0,17184,5982.18,5982.18,0,16.71,16.71,27.8,7.49,0,CIRCANA_SYNTHETIC,0,0.3481,2026-09-03T10:30:00Z
FCT000171,W0017,06-04-2026,2026,4,Q2,MKT003,Chicago,IL,Midwest,CH001,Grocery,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD203,270,Arm Roll-On Deodorant Classic,18,OZ,6,229,229,0,0,24732,464.87,464.87,0,2.03,2.03,48.9,11.02,0,CIRCANA_SYNTHETIC,0,0.0188,2026-09-03T10:30:00Z
FCT000172,W0042,10-02-2025,2025,11,Q4,MKT009,Dallas,TX,South,CH004,E-Commerce,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG004,Church & Dwight,BR020-Trojan,Trojan,PROD303,175,Trojan Gel Deodorant Light,48,OZ,1,133,133,0,0,6384,1167.74,1167.74,0,8.78,8.78,43.9,14.28,0,CIRCANA_SYNTHETIC,0,0.1829,2026-09-03T10:30:00Z
FCT000173,W0040,02-05-2026,2025,12,Q4,MKT002,Los Angeles,CA,West,CH005,Club,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG003,Henkel,BR015-Right Guard,Right Guard,PROD302,294,Right Guard Gel Deodorant Classic,8,PACK,4,270,270,0,0,8640,1514.7,1514.7,0,5.61,5.61,27.6,3.16,0,CIRCANA_SYNTHETIC,0,0.1753,2026-09-03T10:30:00Z
FCT000174,W0036,01-29-2026,2025,3,Q1,MKT004,Houston,TX,South,CH001,Grocery,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG004,Church & Dwight,BR020-Trojan,Trojan,PROD203,304,Trojan Roll-On Deodorant Original,4,ROLL,1,234,234,0,0,936,2052.18,2052.18,0,8.77,8.77,69.7,9.04,0,CIRCANA_SYNTHETIC,0,2.1925,2026-09-03T10:30:00Z
FCT000175,W0051,03-12-2026,2026,8,Q3,MKT005,Phoenix,AZ,West,CH001,Grocery,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG001,Unilever,BR003-Degree,Degree,PROD102,369,Degree Stick Deodorant Classic,6,PACK,4,455,388,67,67,10920,2836.38,2425.0,411.38,6.25,6.14,47.7,6.74,1,CIRCANA_SYNTHETIC,17.27,0.2558,2026-09-03T10:30:00Z
FCT000176,W0006,11-13-2025,2025,6,Q2,MKT005,Phoenix,AZ,West,CH005,Club,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG002,Procter & Gamble,BR006-Gillette,Gillette,PROD202,987,Gillette Roll-On Deodorant Classic,12,PACK,1,587,437,150,150,7044,12439.58,9325.58,3114.0,21.34,20.76,51.4,8.08,1,CIRCANA_SYNTHETIC,34.32,1.73,2026-09-03T10:30:00Z
FCT000177,W0034,09-11-2025,2025,10,Q4,MKT002,Los Angeles,CA,West,CH004,E-Commerce,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG005,Colgate Palmolive,BR025-Palmolive,Palmolive,PROD303,533,Palmolive Gel Deodorant Original,48,CT,2,111,111,0,0,10656,2703.96,2703.96,0,24.36,24.36,80.6,1.98,0,CIRCANA_SYNTHETIC,0,0.2537,2026-09-03T10:30:00Z
FCT000178,W0025,01-01-2026,2025,7,Q3,MKT010,San Jose,CA,West,CH003,Mass Merchandiser,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG001,Unilever,BR001-Dove,Dove,PROD102,251,Dove Stick Deodorant Fresh,48,OZ,6,558,488,70,70,160704,9030.24,7969.04,1061.2,16.33,15.16,51.5,6.28,1,CIRCANA_SYNTHETIC,14.34,0.0526,2026-09-03T10:30:00Z
FCT000179,W0017,03-19-2026,2026,11,Q4,MKT002,Los Angeles,CA,West,CH003,Mass Merchandiser,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG003,Henkel,BR014-Dial,Dial,PROD005,139,Dial Aerosol Deodorant Classic,48,OZ,2,497,342,155,155,47712,3974.16,2848.86,1125.3,8.33,7.26,65.6,10.44,1,CIRCANA_SYNTHETIC,45.32,0.0756,2026-09-03T10:30:00Z
FCT000180,W0051,04-23-2026,2026,5,Q2,MKT008,San Diego,CA,West,CH003,Mass Merchandiser,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG001,Unilever,BR003-Degree,Degree,PROD101,846,Degree Stick Deodorant Classic,6,CT,2,606,481,125,125,7272,5356.96,4285.71,1071.25,8.91,8.57,78.1,4.88,1,CIRCANA_SYNTHETIC,25.99,0.7142,2026-09-03T10:30:00Z
FCT000181,W0004,01-22-2026,2025,3,Q1,MKT004,Houston,TX,South,CH004,E-Commerce,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG005,Colgate Palmolive,BR023-Colgate,Colgate,PROD104,952,Colgate Stick Deodorant Organic,30,CT,5,209,209,0,0,31350,4643.98,4643.98,0,22.22,22.22,22.2,2.97,0,CIRCANA_SYNTHETIC,0,0.1481,2026-09-03T10:30:00Z
FCT000182,W0024,09-04-2025,2025,8,Q3,MKT008,San Diego,CA,West,CH001,Grocery,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG002,Procter & Gamble,BR008-Secret,Secret,PROD101,664,Secret Stick Deodorant Light,4,CT,3,406,375,31,31,4872,5341.34,4965.0,376.34,13.24,12.14,92.0,7.17,1,CIRCANA_SYNTHETIC,8.27,1.0117,2026-09-03T10:30:00Z
FCT000183,W0011,12-25-2025,2025,4,Q2,MKT002,Los Angeles,CA,West,CH003,Mass Merchandiser,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD103,885,Arm Stick Deodorant Original,12,CT,3,381,381,0,0,13716,6473.19,6473.19,0,16.99,16.99,58.5,12.98,0,CIRCANA_SYNTHETIC,0,0.4719,2026-09-03T10:30:00Z
FCT000184,W0052,04-23-2026,2026,12,Q4,MKT010,San Jose,CA,West,CH001,Grocery,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG003,Henkel,BR015-Right Guard,Right Guard,PROD102,698,Right Guard Stick Deodorant Original,24,ROLL,3,362,266,96,96,26064,2471.16,1867.32,603.84,7.02,6.29,59.0,9.39,1,CIRCANA_SYNTHETIC,36.09,0.0874,2026-09-03T10:30:00Z
FCT000185,W0044,07-23-2026,2026,8,Q3,MKT009,Dallas,TX,South,CH005,Club,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG003,Henkel,BR013-Monsavon,Monsavon,PROD403,405,Monsavon Antiperspirant Organic,18,FL OZ,3,222,222,0,0,11988,1778.22,1778.22,0,8.01,8.01,73.3,13.4,0,CIRCANA_SYNTHETIC,0,0.1483,2026-09-03T10:30:00Z
FCT000186,W0047,08-27-2026,2026,11,Q4,MKT001,New York,NY,Northeast,CH005,Club,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG003,Henkel,BR012-Fa,Fa,PROD402,451,Fa Antiperspirant Organic,30,ROLL,4,267,201,66,66,32040,4979.1,3806.94,1172.16,18.94,17.76,94.6,12.26,1,CIRCANA_SYNTHETIC,32.84,0.148,2026-09-03T10:30:00Z
FCT000187,W0007,02-05-2026,2025,3,Q1,MKT005,Phoenix,AZ,West,CH002,Drug Store,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG002,Procter & Gamble,BR008-Secret,Secret,PROD205,907,Secret Roll-On Deodorant Light,8,FL OZ,6,564,421,143,143,27072,2228.43,1705.05,523.38,4.05,3.66,75.8,4.68,1,CIRCANA_SYNTHETIC,33.97,0.0762,2026-09-03T10:30:00Z
FCT000188,W0041,12-18-2025,2025,10,Q4,MKT005,Phoenix,AZ,West,CH004,E-Commerce,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD205,155,Arm Roll-On Deodorant Organic,12,PACK,1,291,291,0,0,3492,6387.45,6387.45,0,21.95,21.95,48.6,4.55,0,CIRCANA_SYNTHETIC,0,1.8292,2026-09-03T10:30:00Z
FCT000189,W0046,06-18-2026,2026,2,Q1,MKT007,San Antonio,TX,South,CH005,Club,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG002,Procter & Gamble,BR008-Secret,Secret,PROD103,690,Secret Stick Deodorant Organic,8,FL OZ,6,381,220,161,161,18288,1225.26,732.6,492.66,3.33,3.06,35.7,11.63,1,CIRCANA_SYNTHETIC,73.18,0.0638,2026-09-03T10:30:00Z
FCT000190,W0031,03-19-2026,2026,1,Q1,MKT010,San Jose,CA,West,CH004,E-Commerce,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG004,Church & Dwight,BR019-Brut,Brut,PROD002,118,Brut Aerosol Deodorant Original,12,FL OZ,1,323,323,0,0,3876,7273.96,7273.96,0,22.52,22.52,76.8,8.01,0,CIRCANA_SYNTHETIC,0,1.8767,2026-09-03T10:30:00Z
FCT000191,W0038,04-23-2026,2026,3,Q1,MKT005,Phoenix,AZ,West,CH002,Drug Store,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG004,Church & Dwight,BR020-Trojan,Trojan,PROD103,544,Trojan Stick Deodorant Organic,4,FL OZ,3,471,471,0,0,5652,5882.79,5882.79,0,12.49,12.49,59.0,7.91,0,CIRCANA_SYNTHETIC,0,1.0408,2026-09-03T10:30:00Z
FCT000192,W0015,10-16-2025,2025,3,Q1,MKT004,Houston,TX,South,CH002,Drug Store,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG001,Unilever,BR002-Axe,Axe,PROD303,138,Axe Gel Deodorant Classic,4,PACK,5,425,425,0,0,8500,2503.25,2503.25,0,5.89,5.89,47.5,9.79,0,CIRCANA_SYNTHETIC,0,0.2945,2026-09-03T10:30:00Z
FCT000193,W0004,10-30-2025,2025,2,Q1,MKT001,New York,NY,Northeast,CH005,Club,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG001,Unilever,BR001-Dove,Dove,PROD405,408,Dove Antiperspirant Classic,6,PACK,3,374,277,97,97,6732,4669.26,3576.07,1093.19,12.91,11.27,72.1,9.49,1,CIRCANA_SYNTHETIC,35.02,0.6261,2026-09-03T10:30:00Z
FCT000194,W0033,10-16-2025,2025,10,Q4,MKT010,San Jose,CA,West,CH005,Club,RET002,Regional Foods,Regional,CAT001,Deodorants & Fragrances,SUB005,Antiperspirant,MFG004,Church & Dwight,BR016-Arm-Hammer,Arm,PROD403,635,Arm Antiperspirant Organic,6,OZ,4,194,194,0,0,4656,1274.58,1274.58,0,6.57,6.57,35.0,4.02,0,CIRCANA_SYNTHETIC,0,0.2737,2026-09-03T10:30:00Z
FCT000195,W0045,02-05-2026,2025,6,Q2,MKT003,Chicago,IL,Midwest,CH001,Grocery,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB004,Gel Deodorant,MFG004,Church & Dwight,BR017-Nubian,Nubian,PROD303,192,Nubian Gel Deodorant Fresh,4,OZ,1,51,51,0,0,204,1081.71,1081.71,0,21.21,21.21,70.2,2.32,0,CIRCANA_SYNTHETIC,0,5.3025,2026-09-03T10:30:00Z
FCT000196,W0004,07-23-2026,2026,3,Q1,MKT004,Houston,TX,South,CH004,E-Commerce,RET003,Pharmacy Plus,Regional,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG003,Henkel,BR014-Dial,Dial,PROD003,876,Dial Aerosol Deodorant Original,18,FL OZ,6,486,486,0,0,52488,4466.34,4466.34,0,9.19,9.19,75.4,1.52,0,CIRCANA_SYNTHETIC,0,0.0851,2026-09-03T10:30:00Z
FCT000197,W0047,07-30-2026,2026,6,Q2,MKT006,Philadelphia,PA,Northeast,CH003,Mass Merchandiser,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG005,Colgate Palmolive,BR023-Colgate,Colgate,PROD102,764,Colgate Stick Deodorant Organic,30,ROLL,4,172,143,29,29,20640,1396.96,1179.75,217.21,8.25,7.49,83.8,12.02,1,CIRCANA_SYNTHETIC,20.28,0.0624,2026-09-03T10:30:00Z
FCT000198,W0052,12-25-2025,2025,11,Q4,MKT003,Chicago,IL,Midwest,CH001,Grocery,RET004,Online Direct,National,CAT001,Deodorants & Fragrances,SUB002,Stick Deodorant,MFG005,Colgate Palmolive,BR024-Lady-Speed-Stick,Lady,PROD101,233,Lady Stick Deodorant Classic,30,FL OZ,5,298,142,156,156,44700,772.4,377.72,394.68,2.66,2.53,82.9,14.6,1,CIRCANA_SYNTHETIC,109.86,0.0169,2026-09-03T10:30:00Z
FCT000199,W0001,10-23-2025,2025,11,Q4,MKT008,San Diego,CA,West,CH001,Grocery,RET001,National Grocery Co,National,CAT001,Deodorants & Fragrances,SUB001,Aerosol Deodorant,MFG003,Henkel,BR013-Monsavon,Monsavon,PROD004,844,Monsavon Aerosol Deodorant Organic,24,PACK,5,392,392,0,0,47040,6989.36,6989.36,0,17.83,17.83,66.4,6.55,0,CIRCANA_SYNTHETIC,0,0.1486,2026-09-03T10:30:00Z
FCT000200,W0042,06-25-2026,2026,9,Q3,MKT003,Chicago,IL,Midwest,CH005,Club,RET005,Warehouse Club,National,CAT001,Deodorants & Fragrances,SUB003,Roll-On Deodorant,MFG001,Unilever,BR001-Dove,Dove,PROD204,663,Dove Roll-On Deodorant Classic,8,OZ,4,612,486,126,126,19584,5616.0,4553.82,1062.18,9.37,8.43,40.9,7.65,1,CIRCANA_SYNTHETIC,25.93,0.2634,2026-09-03T10:30:00Z
